"Gene.stable.ID"	"Transcript.stable.ID"	"Gene.name"	"Zebrafish.gene.stable.ID"	"Zebrafish.gene.name"
"101277"	"ENSG00000228267"	"ENST00000411583"	"C4B"	""	""
"101278"	"ENSG00000228267"	"ENST00000486807"	"C4B"	""	""
"101279"	"ENSG00000228267"	"ENST00000487011"	"C4B"	""	""
"101280"	"ENSG00000228267"	"ENST00000487749"	"C4B"	""	""
"101281"	"ENSG00000228267"	"ENST00000487923"	"C4B"	""	""
"101282"	"ENSG00000228267"	"ENST00000487226"	"C4B"	""	""
"101283"	"ENSG00000228267"	"ENST00000496224"	"C4B"	""	""
"101284"	"ENSG00000228267"	"ENST00000485815"	"C4B"	""	""
"101285"	"ENSG00000228267"	"ENST00000497033"	"C4B"	""	""
"101286"	"ENSG00000228267"	"ENST00000494291"	"C4B"	""	""
"101287"	"ENSG00000228267"	"ENST00000485485"	"C4B"	""	""
"101288"	"ENSG00000228267"	"ENST00000478151"	"C4B"	""	""
"101289"	"ENSG00000228267"	"ENST00000461901"	"C4B"	""	""
"101290"	"ENSG00000228267"	"ENST00000548530"	"C4B"	""	""
"101314"	"ENSG00000274146"	"ENST00000621718"	"KIR3DL1"	""	""
"101315"	"ENSG00000274146"	"ENST00000614221"	"KIR3DL1"	""	""
"101757"	"ENSG00000163083"	"ENST00000295228"	"INHBB"	"ENSDARG00000040777"	"inhbb"
"101758"	"ENSG00000163083"	"ENST00000295228"	"INHBB"	"ENSDARG00000103892"	"CABZ01074203.1"
"101915"	"ENSG00000276209"	"ENST00000619141"	"KIR2DS4"	""	""
"101916"	"ENSG00000276209"	"ENST00000621830"	"KIR2DS4"	""	""
"102362"	"ENSG00000144857"	"ENST00000464546"	"BOC"	"ENSDARG00000074335"	"boc"
"102363"	"ENSG00000144857"	"ENST00000495514"	"BOC"	"ENSDARG00000074335"	"boc"
"102364"	"ENSG00000144857"	"ENST00000498710"	"BOC"	"ENSDARG00000074335"	"boc"
"102365"	"ENSG00000144857"	"ENST00000485230"	"BOC"	"ENSDARG00000074335"	"boc"
"102366"	"ENSG00000144857"	"ENST00000462425"	"BOC"	"ENSDARG00000074335"	"boc"
"102367"	"ENSG00000144857"	"ENST00000273395"	"BOC"	"ENSDARG00000074335"	"boc"
"102368"	"ENSG00000144857"	"ENST00000494687"	"BOC"	"ENSDARG00000074335"	"boc"
"102369"	"ENSG00000144857"	"ENST00000471963"	"BOC"	"ENSDARG00000074335"	"boc"
"102370"	"ENSG00000144857"	"ENST00000484034"	"BOC"	"ENSDARG00000074335"	"boc"
"102371"	"ENSG00000144857"	"ENST00000477178"	"BOC"	"ENSDARG00000074335"	"boc"
"102372"	"ENSG00000144857"	"ENST00000466059"	"BOC"	"ENSDARG00000074335"	"boc"
"102373"	"ENSG00000144857"	"ENST00000479182"	"BOC"	"ENSDARG00000074335"	"boc"
"102374"	"ENSG00000144857"	"ENST00000497495"	"BOC"	"ENSDARG00000074335"	"boc"
"102375"	"ENSG00000144857"	"ENST00000463971"	"BOC"	"ENSDARG00000074335"	"boc"
"102376"	"ENSG00000144857"	"ENST00000488486"	"BOC"	"ENSDARG00000074335"	"boc"
"102377"	"ENSG00000144857"	"ENST00000473008"	"BOC"	"ENSDARG00000074335"	"boc"
"102378"	"ENSG00000144857"	"ENST00000355385"	"BOC"	"ENSDARG00000074335"	"boc"
"102645"	"ENSG00000130385"	"ENST00000252677"	"BMP15"	""	""
"102670"	"ENSG00000152266"	"ENST00000282091"	"PTH"	""	""
"102671"	"ENSG00000152266"	"ENST00000529816"	"PTH"	""	""
"102839"	"ENSG00000129682"	"ENST00000315930"	"FGF13"	"ENSDARG00000056633"	"fgf13b"
"102840"	"ENSG00000129682"	"ENST00000305414"	"FGF13"	"ENSDARG00000056633"	"fgf13b"
"102841"	"ENSG00000129682"	"ENST00000441825"	"FGF13"	"ENSDARG00000056633"	"fgf13b"
"102842"	"ENSG00000129682"	"ENST00000626909"	"FGF13"	"ENSDARG00000056633"	"fgf13b"
"102843"	"ENSG00000129682"	"ENST00000436198"	"FGF13"	"ENSDARG00000056633"	"fgf13b"
"102844"	"ENSG00000129682"	"ENST00000455663"	"FGF13"	"ENSDARG00000056633"	"fgf13b"
"102845"	"ENSG00000129682"	"ENST00000448673"	"FGF13"	"ENSDARG00000056633"	"fgf13b"
"102846"	"ENSG00000129682"	"ENST00000421460"	"FGF13"	"ENSDARG00000056633"	"fgf13b"
"102847"	"ENSG00000129682"	"ENST00000315930"	"FGF13"	"ENSDARG00000035056"	"fgf13a"
"102848"	"ENSG00000129682"	"ENST00000305414"	"FGF13"	"ENSDARG00000035056"	"fgf13a"
"102849"	"ENSG00000129682"	"ENST00000441825"	"FGF13"	"ENSDARG00000035056"	"fgf13a"
"102850"	"ENSG00000129682"	"ENST00000626909"	"FGF13"	"ENSDARG00000035056"	"fgf13a"
"102851"	"ENSG00000129682"	"ENST00000436198"	"FGF13"	"ENSDARG00000035056"	"fgf13a"
"102852"	"ENSG00000129682"	"ENST00000455663"	"FGF13"	"ENSDARG00000035056"	"fgf13a"
"102853"	"ENSG00000129682"	"ENST00000448673"	"FGF13"	"ENSDARG00000035056"	"fgf13a"
"102854"	"ENSG00000129682"	"ENST00000421460"	"FGF13"	"ENSDARG00000035056"	"fgf13a"
"103061"	"ENSG00000156687"	"ENST00000404895"	"UNC5D"	"ENSDARG00000061541"	"unc5db"
"103062"	"ENSG00000156687"	"ENST00000420357"	"UNC5D"	"ENSDARG00000061541"	"unc5db"
"103063"	"ENSG00000156687"	"ENST00000287272"	"UNC5D"	"ENSDARG00000061541"	"unc5db"
"103064"	"ENSG00000156687"	"ENST00000416672"	"UNC5D"	"ENSDARG00000061541"	"unc5db"
"103065"	"ENSG00000156687"	"ENST00000453357"	"UNC5D"	"ENSDARG00000061541"	"unc5db"
"103066"	"ENSG00000156687"	"ENST00000474634"	"UNC5D"	"ENSDARG00000061541"	"unc5db"
"103067"	"ENSG00000156687"	"ENST00000449677"	"UNC5D"	"ENSDARG00000061541"	"unc5db"
"103068"	"ENSG00000156687"	"ENST00000404895"	"UNC5D"	"ENSDARG00000092722"	"unc5da"
"103069"	"ENSG00000156687"	"ENST00000420357"	"UNC5D"	"ENSDARG00000092722"	"unc5da"
"103070"	"ENSG00000156687"	"ENST00000287272"	"UNC5D"	"ENSDARG00000092722"	"unc5da"
"103071"	"ENSG00000156687"	"ENST00000416672"	"UNC5D"	"ENSDARG00000092722"	"unc5da"
"103072"	"ENSG00000156687"	"ENST00000453357"	"UNC5D"	"ENSDARG00000092722"	"unc5da"
"103073"	"ENSG00000156687"	"ENST00000474634"	"UNC5D"	"ENSDARG00000092722"	"unc5da"
"103074"	"ENSG00000156687"	"ENST00000449677"	"UNC5D"	"ENSDARG00000092722"	"unc5da"
"103160"	"ENSG00000160013"	"ENST00000291294"	"PTGIR"	"ENSDARG00000038278"	"ptgir"
"103161"	"ENSG00000160013"	"ENST00000597185"	"PTGIR"	"ENSDARG00000038278"	"ptgir"
"103162"	"ENSG00000160013"	"ENST00000598865"	"PTGIR"	"ENSDARG00000038278"	"ptgir"
"103163"	"ENSG00000160013"	"ENST00000594275"	"PTGIR"	"ENSDARG00000038278"	"ptgir"
"103164"	"ENSG00000160013"	"ENST00000595460"	"PTGIR"	"ENSDARG00000038278"	"ptgir"
"103165"	"ENSG00000160013"	"ENST00000596260"	"PTGIR"	"ENSDARG00000038278"	"ptgir"
"103175"	"ENSG00000161055"	"ENST00000292641"	"SCGB3A1"	""	""
"103176"	"ENSG00000161055"	"ENST00000512120"	"SCGB3A1"	""	""
"103506"	"ENSG00000181195"	"ENST00000517415"	"PENK"	"ENSDARG00000004869"	"penka"
"103507"	"ENSG00000181195"	"ENST00000520589"	"PENK"	"ENSDARG00000004869"	"penka"
"103508"	"ENSG00000181195"	"ENST00000314922"	"PENK"	"ENSDARG00000004869"	"penka"
"103509"	"ENSG00000181195"	"ENST00000451791"	"PENK"	"ENSDARG00000004869"	"penka"
"103510"	"ENSG00000181195"	"ENST00000523274"	"PENK"	"ENSDARG00000004869"	"penka"
"103511"	"ENSG00000181195"	"ENST00000518974"	"PENK"	"ENSDARG00000004869"	"penka"
"103512"	"ENSG00000181195"	"ENST00000523051"	"PENK"	"ENSDARG00000004869"	"penka"
"103513"	"ENSG00000181195"	"ENST00000518770"	"PENK"	"ENSDARG00000004869"	"penka"
"103514"	"ENSG00000181195"	"ENST00000521153"	"PENK"	"ENSDARG00000004869"	"penka"
"103515"	"ENSG00000181195"	"ENST00000517415"	"PENK"	"ENSDARG00000036045"	"penkb"
"103516"	"ENSG00000181195"	"ENST00000520589"	"PENK"	"ENSDARG00000036045"	"penkb"
"103517"	"ENSG00000181195"	"ENST00000314922"	"PENK"	"ENSDARG00000036045"	"penkb"
"103518"	"ENSG00000181195"	"ENST00000451791"	"PENK"	"ENSDARG00000036045"	"penkb"
"103519"	"ENSG00000181195"	"ENST00000523274"	"PENK"	"ENSDARG00000036045"	"penkb"
"103520"	"ENSG00000181195"	"ENST00000518974"	"PENK"	"ENSDARG00000036045"	"penkb"
"103521"	"ENSG00000181195"	"ENST00000523051"	"PENK"	"ENSDARG00000036045"	"penkb"
"103522"	"ENSG00000181195"	"ENST00000518770"	"PENK"	"ENSDARG00000036045"	"penkb"
"103523"	"ENSG00000181195"	"ENST00000521153"	"PENK"	"ENSDARG00000036045"	"penkb"
"103586"	"ENSG00000204421"	"ENST00000495859"	"LY6G6C"	""	""
"103587"	"ENSG00000204421"	"ENST00000375819"	"LY6G6C"	""	""
"103678"	"ENSG00000233095"	"ENST00000434881"	"HLA-G"	""	""
"103679"	"ENSG00000233095"	"ENST00000423011"	"HLA-G"	""	""
"103680"	"ENSG00000233095"	"ENST00000448306"	"HLA-G"	""	""
"103681"	"ENSG00000233095"	"ENST00000430253"	"HLA-G"	""	""
"103682"	"ENSG00000233095"	"ENST00000480953"	"HLA-G"	""	""
"103683"	"ENSG00000233095"	"ENST00000434907"	"HLA-G"	""	""
"103684"	"ENSG00000233095"	"ENST00000547241"	"HLA-G"	""	""
"104095"	"ENSG00000163956"	"ENST00000500728"	"LRPAP1"	"ENSDARG00000033604"	"lrpap1"
"104096"	"ENSG00000163956"	"ENST00000296325"	"LRPAP1"	"ENSDARG00000033604"	"lrpap1"
"104097"	"ENSG00000163956"	"ENST00000515119"	"LRPAP1"	"ENSDARG00000033604"	"lrpap1"
"104098"	"ENSG00000163956"	"ENST00000509198"	"LRPAP1"	"ENSDARG00000033604"	"lrpap1"
"104099"	"ENSG00000103522"	"ENST00000337929"	"IL21R"	"ENSDARG00000069961"	"il21r.1"
"104100"	"ENSG00000103522"	"ENST00000564089"	"IL21R"	"ENSDARG00000069961"	"il21r.1"
"104101"	"ENSG00000103522"	"ENST00000395754"	"IL21R"	"ENSDARG00000069961"	"il21r.1"
"104102"	"ENSG00000103522"	"ENST00000561953"	"IL21R"	"ENSDARG00000069961"	"il21r.1"
"104103"	"ENSG00000103522"	"ENST00000564583"	"IL21R"	"ENSDARG00000069961"	"il21r.1"
"104104"	"ENSG00000103522"	"ENST00000337929"	"IL21R"	"ENSDARG00000078649"	"il21r.2"
"104105"	"ENSG00000103522"	"ENST00000564089"	"IL21R"	"ENSDARG00000078649"	"il21r.2"
"104106"	"ENSG00000103522"	"ENST00000395754"	"IL21R"	"ENSDARG00000078649"	"il21r.2"
"104107"	"ENSG00000103522"	"ENST00000561953"	"IL21R"	"ENSDARG00000078649"	"il21r.2"
"104108"	"ENSG00000103522"	"ENST00000564583"	"IL21R"	"ENSDARG00000078649"	"il21r.2"
"104342"	"ENSG00000124089"	"ENST00000243911"	"MC3R"	"ENSDARG00000021369"	"mc3r"
"104470"	"ENSG00000168028"	"ENST00000301821"	"RPSA"	"ENSDARG00000019181"	"rpsa"
"104471"	"ENSG00000168028"	"ENST00000477325"	"RPSA"	"ENSDARG00000019181"	"rpsa"
"104472"	"ENSG00000168028"	"ENST00000475346"	"RPSA"	"ENSDARG00000019181"	"rpsa"
"104473"	"ENSG00000168028"	"ENST00000487876"	"RPSA"	"ENSDARG00000019181"	"rpsa"
"104474"	"ENSG00000168028"	"ENST00000458478"	"RPSA"	"ENSDARG00000019181"	"rpsa"
"104475"	"ENSG00000168028"	"ENST00000443003"	"RPSA"	"ENSDARG00000019181"	"rpsa"
"104476"	"ENSG00000168028"	"ENST00000444512"	"RPSA"	"ENSDARG00000019181"	"rpsa"
"104477"	"ENSG00000168028"	"ENST00000478027"	"RPSA"	"ENSDARG00000019181"	"rpsa"
"104478"	"ENSG00000168028"	"ENST00000495394"	"RPSA"	"ENSDARG00000019181"	"rpsa"
"104611"	"ENSG00000236183"	"ENST00000497123"	"LY6G6C"	""	""
"104612"	"ENSG00000236183"	"ENST00000434915"	"LY6G6C"	""	""
"104713"	"ENSG00000104938"	"ENST00000327325"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104714"	"ENSG00000104938"	"ENST00000596363"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104715"	"ENSG00000104938"	"ENST00000595751"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104716"	"ENSG00000104938"	"ENST00000601089"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104717"	"ENSG00000104938"	"ENST00000596707"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104718"	"ENSG00000104938"	"ENST00000597522"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104719"	"ENSG00000104938"	"ENST00000595496"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104720"	"ENSG00000104938"	"ENST00000598879"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104721"	"ENSG00000104938"	"ENST00000599333"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104722"	"ENSG00000104938"	"ENST00000602143"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104723"	"ENSG00000104938"	"ENST00000334806"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104724"	"ENSG00000104938"	"ENST00000248228"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104725"	"ENSG00000104938"	"ENST00000394122"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104726"	"ENSG00000104938"	"ENST00000359059"	"CLEC4M"	"ENSDARG00000059049"	"zgc:174904"
"104775"	"ENSG00000073008"	"ENST00000425690"	"PVR"	"ENSDARG00000062831"	"si:ch73-22o12.1"
"104776"	"ENSG00000073008"	"ENST00000344956"	"PVR"	"ENSDARG00000062831"	"si:ch73-22o12.1"
"104777"	"ENSG00000073008"	"ENST00000403059"	"PVR"	"ENSDARG00000062831"	"si:ch73-22o12.1"
"104778"	"ENSG00000073008"	"ENST00000187830"	"PVR"	"ENSDARG00000062831"	"si:ch73-22o12.1"
"104779"	"ENSG00000073008"	"ENST00000406449"	"PVR"	"ENSDARG00000062831"	"si:ch73-22o12.1"
"104780"	"ENSG00000073008"	"ENST00000587785"	"PVR"	"ENSDARG00000062831"	"si:ch73-22o12.1"
"104781"	"ENSG00000073008"	"ENST00000425690"	"PVR"	"ENSDARG00000063390"	"pvrl2l"
"104782"	"ENSG00000073008"	"ENST00000344956"	"PVR"	"ENSDARG00000063390"	"pvrl2l"
"104783"	"ENSG00000073008"	"ENST00000403059"	"PVR"	"ENSDARG00000063390"	"pvrl2l"
"104784"	"ENSG00000073008"	"ENST00000187830"	"PVR"	"ENSDARG00000063390"	"pvrl2l"
"104785"	"ENSG00000073008"	"ENST00000406449"	"PVR"	"ENSDARG00000063390"	"pvrl2l"
"104786"	"ENSG00000073008"	"ENST00000587785"	"PVR"	"ENSDARG00000063390"	"pvrl2l"
"104985"	"ENSG00000127533"	"ENST00000248076"	"F2RL3"	"ENSDARG00000079399"	"F2RL3"
"104986"	"ENSG00000127533"	"ENST00000599210"	"F2RL3"	"ENSDARG00000079399"	"F2RL3"
"105020"	"ENSG00000160111"	"ENST00000443236"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105021"	"ENSG00000160111"	"ENST00000594249"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105022"	"ENSG00000160111"	"ENST00000600235"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105023"	"ENSG00000160111"	"ENST00000596224"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105024"	"ENSG00000160111"	"ENST00000597335"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105025"	"ENSG00000160111"	"ENST00000602132"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105026"	"ENSG00000160111"	"ENST00000598547"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105027"	"ENSG00000160111"	"ENST00000598792"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105028"	"ENSG00000160111"	"ENST00000601782"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105029"	"ENSG00000160111"	"ENST00000597709"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105030"	"ENSG00000160111"	"ENST00000598104"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105031"	"ENSG00000160111"	"ENST00000596572"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105032"	"ENSG00000160111"	"ENST00000593739"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105033"	"ENSG00000160111"	"ENST00000599287"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105034"	"ENSG00000160111"	"ENST00000595323"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105035"	"ENSG00000160111"	"ENST00000593420"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105036"	"ENSG00000160111"	"ENST00000602159"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105037"	"ENSG00000160111"	"ENST00000291440"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105038"	"ENSG00000160111"	"ENST00000601637"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105039"	"ENSG00000160111"	"ENST00000388925"	"CPAMD8"	"ENSDARG00000056530"	"cpamd8"
"105236"	"ENSG00000204262"	"ENST00000374866"	"COL5A2"	"ENSDARG00000031678"	"col5a2a"
"105237"	"ENSG00000204262"	"ENST00000470524"	"COL5A2"	"ENSDARG00000031678"	"col5a2a"
"105238"	"ENSG00000204262"	"ENST00000618828"	"COL5A2"	"ENSDARG00000031678"	"col5a2a"
"105239"	"ENSG00000204262"	"ENST00000374866"	"COL5A2"	"ENSDARG00000024847"	"col5a2b"
"105240"	"ENSG00000204262"	"ENST00000470524"	"COL5A2"	"ENSDARG00000024847"	"col5a2b"
"105241"	"ENSG00000204262"	"ENST00000618828"	"COL5A2"	"ENSDARG00000024847"	"col5a2b"
"105376"	"ENSG00000105220"	"ENST00000587521"	"GPI"	"ENSDARG00000103826"	"gpib"
"105377"	"ENSG00000105220"	"ENST00000587384"	"GPI"	"ENSDARG00000103826"	"gpib"
"105378"	"ENSG00000105220"	"ENST00000592277"	"GPI"	"ENSDARG00000103826"	"gpib"
"105379"	"ENSG00000105220"	"ENST00000642240"	"GPI"	"ENSDARG00000103826"	"gpib"
"105380"	"ENSG00000105220"	"ENST00000415930"	"GPI"	"ENSDARG00000103826"	"gpib"
"105381"	"ENSG00000105220"	"ENST00000588991"	"GPI"	"ENSDARG00000103826"	"gpib"
"105382"	"ENSG00000105220"	"ENST00000592144"	"GPI"	"ENSDARG00000103826"	"gpib"
"105383"	"ENSG00000105220"	"ENST00000589504"	"GPI"	"ENSDARG00000103826"	"gpib"
"105384"	"ENSG00000105220"	"ENST00000590375"	"GPI"	"ENSDARG00000103826"	"gpib"
"105385"	"ENSG00000105220"	"ENST00000646312"	"GPI"	"ENSDARG00000103826"	"gpib"
"105386"	"ENSG00000105220"	"ENST00000644934"	"GPI"	"ENSDARG00000103826"	"gpib"
"105387"	"ENSG00000105220"	"ENST00000589640"	"GPI"	"ENSDARG00000103826"	"gpib"
"105388"	"ENSG00000105220"	"ENST00000591204"	"GPI"	"ENSDARG00000103826"	"gpib"
"105389"	"ENSG00000105220"	"ENST00000589399"	"GPI"	"ENSDARG00000103826"	"gpib"
"105390"	"ENSG00000105220"	"ENST00000356487"	"GPI"	"ENSDARG00000103826"	"gpib"
"105391"	"ENSG00000105220"	"ENST00000647446"	"GPI"	"ENSDARG00000103826"	"gpib"
"105392"	"ENSG00000105220"	"ENST00000586425"	"GPI"	"ENSDARG00000103826"	"gpib"
"105393"	"ENSG00000105220"	"ENST00000643067"	"GPI"	"ENSDARG00000103826"	"gpib"
"105394"	"ENSG00000105220"	"ENST00000590362"	"GPI"	"ENSDARG00000103826"	"gpib"
"105395"	"ENSG00000105220"	"ENST00000589985"	"GPI"	"ENSDARG00000103826"	"gpib"
"105396"	"ENSG00000105220"	"ENST00000586392"	"GPI"	"ENSDARG00000103826"	"gpib"
"105397"	"ENSG00000105220"	"ENST00000586077"	"GPI"	"ENSDARG00000103826"	"gpib"
"105398"	"ENSG00000105220"	"ENST00000587521"	"GPI"	"ENSDARG00000012987"	"gpia"
"105399"	"ENSG00000105220"	"ENST00000587384"	"GPI"	"ENSDARG00000012987"	"gpia"
"105400"	"ENSG00000105220"	"ENST00000592277"	"GPI"	"ENSDARG00000012987"	"gpia"
"105401"	"ENSG00000105220"	"ENST00000642240"	"GPI"	"ENSDARG00000012987"	"gpia"
"105402"	"ENSG00000105220"	"ENST00000415930"	"GPI"	"ENSDARG00000012987"	"gpia"
"105403"	"ENSG00000105220"	"ENST00000588991"	"GPI"	"ENSDARG00000012987"	"gpia"
"105404"	"ENSG00000105220"	"ENST00000592144"	"GPI"	"ENSDARG00000012987"	"gpia"
"105405"	"ENSG00000105220"	"ENST00000589504"	"GPI"	"ENSDARG00000012987"	"gpia"
"105406"	"ENSG00000105220"	"ENST00000590375"	"GPI"	"ENSDARG00000012987"	"gpia"
"105407"	"ENSG00000105220"	"ENST00000646312"	"GPI"	"ENSDARG00000012987"	"gpia"
"105408"	"ENSG00000105220"	"ENST00000644934"	"GPI"	"ENSDARG00000012987"	"gpia"
"105409"	"ENSG00000105220"	"ENST00000589640"	"GPI"	"ENSDARG00000012987"	"gpia"
"105410"	"ENSG00000105220"	"ENST00000591204"	"GPI"	"ENSDARG00000012987"	"gpia"
"105411"	"ENSG00000105220"	"ENST00000589399"	"GPI"	"ENSDARG00000012987"	"gpia"
"105412"	"ENSG00000105220"	"ENST00000356487"	"GPI"	"ENSDARG00000012987"	"gpia"
"105413"	"ENSG00000105220"	"ENST00000647446"	"GPI"	"ENSDARG00000012987"	"gpia"
"105414"	"ENSG00000105220"	"ENST00000586425"	"GPI"	"ENSDARG00000012987"	"gpia"
"105415"	"ENSG00000105220"	"ENST00000643067"	"GPI"	"ENSDARG00000012987"	"gpia"
"105416"	"ENSG00000105220"	"ENST00000590362"	"GPI"	"ENSDARG00000012987"	"gpia"
"105417"	"ENSG00000105220"	"ENST00000589985"	"GPI"	"ENSDARG00000012987"	"gpia"
"105418"	"ENSG00000105220"	"ENST00000586392"	"GPI"	"ENSDARG00000012987"	"gpia"
"105419"	"ENSG00000105220"	"ENST00000586077"	"GPI"	"ENSDARG00000012987"	"gpia"
"105525"	"ENSG00000228859"	"ENST00000467714"	"LY6G6C"	""	""
"105526"	"ENSG00000228859"	"ENST00000428498"	"LY6G6C"	""	""
"106569"	"ENSG00000185339"	"ENST00000215838"	"TCN2"	"ENSDARG00000036481"	"tcn2"
"106570"	"ENSG00000185339"	"ENST00000423350"	"TCN2"	"ENSDARG00000036481"	"tcn2"
"106571"	"ENSG00000185339"	"ENST00000450638"	"TCN2"	"ENSDARG00000036481"	"tcn2"
"106572"	"ENSG00000185339"	"ENST00000405742"	"TCN2"	"ENSDARG00000036481"	"tcn2"
"106573"	"ENSG00000185339"	"ENST00000407817"	"TCN2"	"ENSDARG00000036481"	"tcn2"
"106574"	"ENSG00000185339"	"ENST00000471659"	"TCN2"	"ENSDARG00000036481"	"tcn2"
"106575"	"ENSG00000185339"	"ENST00000493542"	"TCN2"	"ENSDARG00000036481"	"tcn2"
"106586"	"ENSG00000169306"	"ENST00000378993"	"IL1RAPL1"	"ENSDARG00000104853"	"il1rapl1b"
"106587"	"ENSG00000169306"	"ENST00000302196"	"IL1RAPL1"	"ENSDARG00000104853"	"il1rapl1b"
"106588"	"ENSG00000169306"	"ENST00000378993"	"IL1RAPL1"	"ENSDARG00000062045"	"il1rapl1a"
"106589"	"ENSG00000169306"	"ENST00000302196"	"IL1RAPL1"	"ENSDARG00000062045"	"il1rapl1a"
"106591"	"ENSG00000237495"	"ENST00000489528"	"LY6G5C"	""	""
"106592"	"ENSG00000237495"	"ENST00000494009"	"LY6G5C"	""	""
"106593"	"ENSG00000237495"	"ENST00000458081"	"LY6G5C"	""	""
"106594"	"ENSG00000237495"	"ENST00000491575"	"LY6G5C"	""	""
"106595"	"ENSG00000237495"	"ENST00000478907"	"LY6G5C"	""	""
"106596"	"ENSG00000237495"	"ENST00000474525"	"LY6G5C"	""	""
"106597"	"ENSG00000237495"	"ENST00000432980"	"LY6G5C"	""	""
"106598"	"ENSG00000237495"	"ENST00000480084"	"LY6G5C"	""	""
"106703"	"ENSG00000101981"	"ENST00000479617"	"F9"	"ENSDARG00000029493"	"f9b"
"106704"	"ENSG00000101981"	"ENST00000218099"	"F9"	"ENSDARG00000029493"	"f9b"
"106705"	"ENSG00000101981"	"ENST00000643157"	"F9"	"ENSDARG00000029493"	"f9b"
"106706"	"ENSG00000101981"	"ENST00000394090"	"F9"	"ENSDARG00000029493"	"f9b"
"106707"	"ENSG00000101981"	"ENST00000479617"	"F9"	"ENSDARG00000010097"	"f9a"
"106708"	"ENSG00000101981"	"ENST00000218099"	"F9"	"ENSDARG00000010097"	"f9a"
"106709"	"ENSG00000101981"	"ENST00000643157"	"F9"	"ENSDARG00000010097"	"f9a"
"106710"	"ENSG00000101981"	"ENST00000394090"	"F9"	"ENSDARG00000010097"	"f9a"
"106713"	"ENSG00000275658"	"ENST00000615876"	"KIR2DL3"	""	""
"106714"	"ENSG00000275658"	"ENST00000615091"	"KIR2DL3"	""	""
"106767"	"ENSG00000076716"	"ENST00000370828"	"GPC4"	"ENSDARG00000015472"	"gpc4"
"106925"	"ENSG00000167244"	"ENST00000381395"	"IGF2"	"ENSDARG00000018643"	"igf2a"
"106926"	"ENSG00000167244"	"ENST00000381406"	"IGF2"	"ENSDARG00000018643"	"igf2a"
"106927"	"ENSG00000167244"	"ENST00000416167"	"IGF2"	"ENSDARG00000018643"	"igf2a"
"106928"	"ENSG00000167244"	"ENST00000641326"	"IGF2"	"ENSDARG00000018643"	"igf2a"
"106929"	"ENSG00000167244"	"ENST00000434045"	"IGF2"	"ENSDARG00000018643"	"igf2a"
"106930"	"ENSG00000167244"	"ENST00000381392"	"IGF2"	"ENSDARG00000018643"	"igf2a"
"106931"	"ENSG00000167244"	"ENST00000381389"	"IGF2"	"ENSDARG00000018643"	"igf2a"
"106932"	"ENSG00000167244"	"ENST00000418738"	"IGF2"	"ENSDARG00000018643"	"igf2a"
"106933"	"ENSG00000167244"	"ENST00000381395"	"IGF2"	"ENSDARG00000033307"	"igf2b"
"106934"	"ENSG00000167244"	"ENST00000381406"	"IGF2"	"ENSDARG00000033307"	"igf2b"
"106935"	"ENSG00000167244"	"ENST00000416167"	"IGF2"	"ENSDARG00000033307"	"igf2b"
"106936"	"ENSG00000167244"	"ENST00000641326"	"IGF2"	"ENSDARG00000033307"	"igf2b"
"106937"	"ENSG00000167244"	"ENST00000434045"	"IGF2"	"ENSDARG00000033307"	"igf2b"
